movement_id,item_id,zone_id,movement_type,timestamp
MOV001350,ITM0458,ZONE-F,Retrieval,2025-04-27
MOV001351,ITM0013,ZONE-E,Reposition,2024-08-01
MOV001352,ITM0084,ZONE-E,Reposition,2024-03-19
MOV001353,ITM0318,ZONE-C,Restock,2024-05-18
MOV001354,ITM0327,ZONE-F,Restock,2024-04-07
MOV001355,ITM0002,ZONE-D,Reposition,2024-07-16
MOV001356,ITM0027,ZONE-J,Restock,2024-06-04
MOV001357,ITM0380,ZONE-B,Restock,2024-02-19
MOV001358,ITM0156,ZONE-C,Restock,2025-04-23
MOV001359,ITM0342,ZONE-I,Reposition,2024-08-15
MOV001360,ITM0401,ZONE-I,Retrieval,2025-04-01
MOV001361,ITM0418,ZONE-F,Retrieval,2025-06-05
MOV001362,ITM0332,ZONE-J,Restock,2024-05-28
MOV001363,ITM0331,ZONE-J,Reposition,2024-02-27
MOV001364,ITM0174,ZONE-I,Restock,2024-06-10
MOV001365,ITM0113,ZONE-D,Retrieval,2025-04-21
MOV001366,ITM0388,ZONE-E,Restock,2024-04-16
MOV001367,ITM0486,ZONE-J,Retrieval,2025-03-02
MOV001368,ITM0330,ZONE-F,Reposition,2025-01-29
MOV001369,ITM0249,ZONE-I,Restock,2024-07-04
MOV001370,ITM0058,ZONE-E,Reposition,2025-07-11
MOV001371,ITM0202,ZONE-H,Restock,2025-03-21
MOV001372,ITM0314,ZONE-A,Restock,2025-03-23
MOV001373,ITM0238,ZONE-E,Restock,2024-03-27
MOV001374,ITM0233,ZONE-J,Restock,2024-09-05
MOV001375,ITM0302,ZONE-A,Restock,2025-03-15
MOV001376,ITM0094,ZONE-J,Reposition,2024-09-13
MOV001377,ITM0478,ZONE-F,Reposition,2024-10-03
MOV001378,ITM0140,ZONE-G,Retrieval,2025-03-13
MOV001379,ITM0333,ZONE-E,Restock,2025-05-30
MOV001380,ITM0112,ZONE-A,Retrieval,2025-07-30
MOV001381,ITM0108,ZONE-F,Reposition,2024-07-20
MOV001382,ITM0361,ZONE-J,Retrieval,2025-07-28
MOV001383,ITM0344,ZONE-E,Reposition,2024-06-28
MOV001384,ITM0288,ZONE-F,Restock,2024-11-20
MOV001385,ITM0096,ZONE-J,Retrieval,2025-04-19
MOV001386,ITM0445,ZONE-G,Retrieval,2025-02-03
MOV001387,ITM0334,ZONE-G,Retrieval,2024-08-04
MOV001388,ITM0015,ZONE-B,Retrieval,2025-03-28
MOV001389,ITM0043,ZONE-C,Restock,2025-02-07
MOV001390,ITM0441,ZONE-F,Reposition,2024-08-27
MOV001391,ITM0375,ZONE-C,Reposition,2024-07-04
MOV001392,ITM0229,ZONE-B,Restock,2024-02-17
MOV001393,ITM0389,ZONE-D,Reposition,2025-01-20
MOV001394,ITM0107,ZONE-E,Retrieval,2024-07-26
MOV001395,ITM0216,ZONE-J,Restock,2024-06-05
MOV001396,ITM0398,ZONE-I,Reposition,2024-08-12
MOV001397,ITM0259,ZONE-C,Restock,2024-05-23
MOV001398,ITM0311,ZONE-C,Restock,2025-02-22
MOV001399,ITM0319,ZONE-F,Reposition,2024-04-20
MOV001400,ITM0195,ZONE-E,Reposition,2025-04-09
MOV001401,ITM0477,ZONE-F,Restock,2024-05-11
MOV001402,ITM0417,ZONE-G,Restock,2024-11-29
MOV001403,ITM0474,ZONE-C,Reposition,2024-03-15
MOV001404,ITM0094,ZONE-E,Restock,2025-02-15
MOV001405,ITM0055,ZONE-H,Reposition,2025-06-02
MOV001406,ITM0031,ZONE-D,Restock,2024-02-05
MOV001407,ITM0491,ZONE-J,Restock,2024-08-10
MOV001408,ITM0230,ZONE-B,Restock,2025-06-13
MOV001409,ITM0371,ZONE-D,Reposition,2024-08-28
MOV001410,ITM0008,ZONE-B,Retrieval,2024-05-13
MOV001411,ITM0190,ZONE-C,Reposition,2025-01-25
MOV001412,ITM0360,ZONE-D,Restock,2024-04-11
MOV001413,ITM0199,ZONE-D,Retrieval,2025-05-12
MOV001414,ITM0333,ZONE-J,Retrieval,2025-05-25
MOV001415,ITM0160,ZONE-I,Restock,2025-06-20
MOV001416,ITM0086,ZONE-J,Reposition,2025-06-28
MOV001417,ITM0020,ZONE-F,Retrieval,2024-12-08
MOV001418,ITM0310,ZONE-I,Retrieval,2024-01-06
MOV001419,ITM0075,ZONE-D,Reposition,2024-07-12
MOV001420,ITM0440,ZONE-I,Reposition,2024-05-16
MOV001421,ITM0385,ZONE-I,Retrieval,2025-04-17
MOV001422,ITM0140,ZONE-F,Reposition,2024-08-03
MOV001423,ITM0125,ZONE-E,Retrieval,2024-12-14
MOV001424,ITM0250,ZONE-C,Restock,2024-07-01
MOV001425,ITM0387,ZONE-E,Reposition,2024-06-16
MOV001426,ITM0083,ZONE-C,Retrieval,2024-02-07
MOV001427,ITM0433,ZONE-E,Reposition,2025-04-15
MOV001428,ITM0370,ZONE-E,Reposition,2025-03-27
MOV001429,ITM0047,ZONE-B,Retrieval,2025-05-04
MOV001430,ITM0378,ZONE-I,Restock,2024-05-21
MOV001431,ITM0077,ZONE-G,Retrieval,2024-04-12
MOV001432,ITM0029,ZONE-F,Reposition,2024-02-11
MOV001433,ITM0284,ZONE-E,Retrieval,2024-05-26
MOV001434,ITM0135,ZONE-D,Reposition,2024-03-06
MOV001435,ITM0139,ZONE-H,Retrieval,2024-07-11
MOV001436,ITM0040,ZONE-B,Restock,2024-10-24
MOV001437,ITM0485,ZONE-H,Restock,2024-02-07
MOV001438,ITM0281,ZONE-A,Restock,2025-05-16
MOV001439,ITM0049,ZONE-J,Restock,2025-03-03
MOV001440,ITM0257,ZONE-A,Retrieval,2024-12-17
MOV001441,ITM0310,ZONE-C,Restock,2024-11-21
MOV001442,ITM0359,ZONE-E,Retrieval,2024-02-07
MOV001443,ITM0439,ZONE-F,Reposition,2024-04-06
MOV001444,ITM0269,ZONE-D,Reposition,2024-04-17
MOV001445,ITM0133,ZONE-G,Reposition,2024-05-30
MOV001446,ITM0233,ZONE-G,Restock,2024-03-14
MOV001447,ITM0127,ZONE-B,Restock,2024-02-26
MOV001448,ITM0103,ZONE-B,Restock,2024-11-30
MOV001449,ITM0253,ZONE-B,Reposition,2024-09-08
MOV001450,ITM0094,ZONE-B,Reposition,2024-09-10
MOV001451,ITM0336,ZONE-I,Reposition,2025-01-19
MOV001452,ITM0216,ZONE-E,Reposition,2025-03-31
MOV001453,ITM0060,ZONE-H,Retrieval,2024-09-15
MOV001454,ITM0479,ZONE-E,Retrieval,2025-04-09
MOV001455,ITM0267,ZONE-E,Restock,2024-02-03
MOV001456,ITM0240,ZONE-A,Restock,2025-05-09
MOV001457,ITM0012,ZONE-F,Reposition,2024-11-21
MOV001458,ITM0146,ZONE-D,Retrieval,2024-08-25
MOV001459,ITM0427,ZONE-C,Retrieval,2025-06-24
MOV001460,ITM0239,ZONE-F,Restock,2025-04-10
MOV001461,ITM0088,ZONE-B,Retrieval,2024-10-30
MOV001462,ITM0094,ZONE-H,Restock,2024-04-26
MOV001463,ITM0314,ZONE-A,Reposition,2024-07-25
MOV001464,ITM0292,ZONE-I,Reposition,2025-04-25
MOV001465,ITM0024,ZONE-H,Restock,2025-02-06
MOV001466,ITM0271,ZONE-A,Reposition,2024-08-20
MOV001467,ITM0165,ZONE-J,Reposition,2024-10-10
MOV001468,ITM0426,ZONE-I,Retrieval,2025-04-24
MOV001469,ITM0496,ZONE-B,Retrieval,2024-01-09
MOV001470,ITM0249,ZONE-C,Retrieval,2025-01-13
MOV001471,ITM0086,ZONE-B,Retrieval,2025-01-15
MOV001472,ITM0141,ZONE-H,Retrieval,2024-12-25
MOV001473,ITM0133,ZONE-B,Restock,2024-06-24
MOV001474,ITM0472,ZONE-J,Restock,2025-04-29
MOV001475,ITM0278,ZONE-B,Retrieval,2025-02-08
MOV001476,ITM0125,ZONE-A,Reposition,2024-02-02
MOV001477,ITM0315,ZONE-G,Reposition,2025-04-09
MOV001478,ITM0490,ZONE-B,Restock,2024-06-05
MOV001479,ITM0395,ZONE-J,Restock,2025-07-18
MOV001480,ITM0140,ZONE-E,Restock,2024-07-20
MOV001481,ITM0355,ZONE-E,Reposition,2024-06-23
MOV001482,ITM0102,ZONE-C,Restock,2024-08-31
MOV001483,ITM0225,ZONE-C,Reposition,2024-09-25
MOV001484,ITM0389,ZONE-C,Restock,2025-03-21
MOV001485,ITM0062,ZONE-F,Reposition,2024-03-14
MOV001486,ITM0293,ZONE-D,Restock,2024-04-05
MOV001487,ITM0383,ZONE-C,Restock,2024-06-21
MOV001488,ITM0305,ZONE-B,Reposition,2025-02-09
MOV001489,ITM0253,ZONE-C,Restock,2024-06-03
MOV001490,ITM0179,ZONE-D,Retrieval,2024-07-01
MOV001491,ITM0039,ZONE-F,Reposition,2024-11-18
MOV001492,ITM0263,ZONE-D,Restock,2024-10-15
MOV001493,ITM0188,ZONE-H,Reposition,2024-09-14
MOV001494,ITM0007,ZONE-C,Restock,2024-06-22
MOV001495,ITM0103,ZONE-C,Retrieval,2024-11-25
MOV001496,ITM0224,ZONE-C,Restock,2024-08-18
MOV001497,ITM0033,ZONE-H,Restock,2024-06-09
MOV001498,ITM0235,ZONE-D,Retrieval,2024-07-04
MOV001499,ITM0462,ZONE-A,Reposition,2024-05-22
MOV001500,ITM0227,ZONE-B,Restock,2024-10-08
MOV001501,ITM0187,ZONE-J,Restock,2024-01-27
MOV001502,ITM0312,ZONE-B,Retrieval,2024-09-02
MOV001503,ITM0482,ZONE-C,Reposition,2025-05-01
MOV001504,ITM0429,ZONE-F,Reposition,2024-07-20
MOV001505,ITM0021,ZONE-H,Retrieval,2024-01-21
MOV001506,ITM0342,ZONE-A,Retrieval,2024-04-03
MOV001507,ITM0039,ZONE-I,Restock,2024-01-08
MOV001508,ITM0172,ZONE-A,Retrieval,2025-04-16
MOV001509,ITM0438,ZONE-J,Retrieval,2024-12-04
MOV001510,ITM0178,ZONE-B,Retrieval,2024-09-15
MOV001511,ITM0085,ZONE-C,Reposition,2024-02-24
MOV001512,ITM0132,ZONE-G,Retrieval,2025-07-01
MOV001513,ITM0350,ZONE-I,Restock,2024-01-06
MOV001514,ITM0012,ZONE-C,Restock,2025-01-11
MOV001515,ITM0027,ZONE-H,Restock,2025-07-07
MOV001516,ITM0083,ZONE-I,Retrieval,2024-02-19
MOV001517,ITM0480,ZONE-J,Reposition,2024-04-21
MOV001518,ITM0463,ZONE-G,Retrieval,2024-05-25
MOV001519,ITM0317,ZONE-D,Retrieval,2024-08-17
MOV001520,ITM0348,ZONE-D,Restock,2025-05-11
MOV001521,ITM0342,ZONE-D,Retrieval,2024-11-01
MOV001522,ITM0279,ZONE-F,Reposition,2025-06-25
MOV001523,ITM0353,ZONE-D,Restock,2025-04-05
MOV001524,ITM0262,ZONE-E,Reposition,2024-08-13
MOV001525,ITM0165,ZONE-I,Reposition,2024-02-28
MOV001526,ITM0292,ZONE-G,Reposition,2024-03-16
MOV001527,ITM0067,ZONE-H,Retrieval,2025-03-03
MOV001528,ITM0225,ZONE-E,Retrieval,2024-05-11
MOV001529,ITM0169,ZONE-E,Retrieval,2025-05-12
MOV001530,ITM0085,ZONE-G,Retrieval,2024-10-31
MOV001531,ITM0132,ZONE-H,Restock,2024-03-07
MOV001532,ITM0447,ZONE-I,Retrieval,2024-08-17
MOV001533,ITM0177,ZONE-B,Restock,2024-11-28
MOV001534,ITM0489,ZONE-C,Reposition,2024-10-03
MOV001535,ITM0342,ZONE-B,Restock,2024-05-23
MOV001536,ITM0251,ZONE-J,Retrieval,2024-09-07
MOV001537,ITM0014,ZONE-G,Restock,2024-03-20
MOV001538,ITM0222,ZONE-B,Retrieval,2024-02-26
MOV001539,ITM0378,ZONE-B,Retrieval,2024-12-31
MOV001540,ITM0200,ZONE-B,Restock,2024-11-03
MOV001541,ITM0106,ZONE-D,Restock,2024-06-22
MOV001542,ITM0249,ZONE-A,Reposition,2025-04-06
MOV001543,ITM0436,ZONE-B,Reposition,2025-05-07
MOV001544,ITM0408,ZONE-C,Reposition,2025-07-13
MOV001545,ITM0088,ZONE-G,Reposition,2025-01-08
MOV001546,ITM0124,ZONE-J,Reposition,2024-12-14
MOV001547,ITM0112,ZONE-A,Restock,2024-03-07
MOV001548,ITM0468,ZONE-F,Reposition,2024-11-25
MOV001549,ITM0136,ZONE-C,Restock,2024-07-12
MOV001550,ITM0246,ZONE-C,Reposition,2024-06-03
MOV001551,ITM0495,ZONE-D,Retrieval,2024-06-08
MOV001552,ITM0165,ZONE-D,Reposition,2024-09-22
MOV001553,ITM0149,ZONE-G,Retrieval,2024-06-16
MOV001554,ITM0362,ZONE-C,Restock,2024-05-24
MOV001555,ITM0342,ZONE-H,Reposition,2024-07-04
MOV001556,ITM0432,ZONE-H,Restock,2025-02-26
MOV001557,ITM0067,ZONE-G,Reposition,2025-04-01
MOV001558,ITM0220,ZONE-B,Restock,2024-12-10
MOV001559,ITM0270,ZONE-E,Reposition,2025-07-07
MOV001560,ITM0320,ZONE-F,Reposition,2025-05-30
MOV001561,ITM0309,ZONE-J,Retrieval,2024-04-13
MOV001562,ITM0413,ZONE-D,Restock,2024-09-03
MOV001563,ITM0348,ZONE-J,Restock,2024-01-23
MOV001564,ITM0019,ZONE-E,Restock,2025-06-08
MOV001565,ITM0288,ZONE-I,Restock,2024-05-23
MOV001566,ITM0488,ZONE-G,Restock,2024-07-11
MOV001567,ITM0491,ZONE-B,Retrieval,2025-04-09
MOV001568,ITM0099,ZONE-A,Reposition,2025-01-09
MOV001569,ITM0251,ZONE-B,Retrieval,2024-09-22
MOV001570,ITM0469,ZONE-C,Restock,2025-01-12
MOV001571,ITM0076,ZONE-B,Restock,2025-07-03
MOV001572,ITM0134,ZONE-C,Reposition,2025-07-09
MOV001573,ITM0391,ZONE-J,Retrieval,2024-03-14
MOV001574,ITM0411,ZONE-I,Reposition,2025-03-13
MOV001575,ITM0172,ZONE-D,Reposition,2024-08-13
MOV001576,ITM0362,ZONE-I,Retrieval,2024-11-03
MOV001577,ITM0200,ZONE-C,Reposition,2024-12-13
MOV001578,ITM0216,ZONE-A,Retrieval,2025-04-20
MOV001579,ITM0375,ZONE-E,Retrieval,2024-11-10
MOV001580,ITM0207,ZONE-J,Restock,2025-06-08
MOV001581,ITM0073,ZONE-J,Reposition,2025-02-28
MOV001582,ITM0010,ZONE-B,Restock,2025-06-07
MOV001583,ITM0286,ZONE-D,Reposition,2025-07-15
MOV001584,ITM0255,ZONE-B,Reposition,2024-09-05
MOV001585,ITM0011,ZONE-B,Restock,2025-07-22
MOV001586,ITM0379,ZONE-C,Restock,2024-06-30
MOV001587,ITM0478,ZONE-E,Restock,2024-04-15
MOV001588,ITM0077,ZONE-D,Retrieval,2024-07-09
MOV001589,ITM0434,ZONE-B,Reposition,2024-05-16
MOV001590,ITM0171,ZONE-J,Retrieval,2024-04-29
MOV001591,ITM0095,ZONE-B,Reposition,2024-03-12
MOV001592,ITM0305,ZONE-F,Reposition,2024-05-10
MOV001593,ITM0372,ZONE-G,Retrieval,2025-04-01
MOV001594,ITM0272,ZONE-J,Retrieval,2025-04-23
MOV001595,ITM0418,ZONE-F,Reposition,2024-02-21
MOV001596,ITM0384,ZONE-G,Restock,2025-07-27
MOV001597,ITM0412,ZONE-A,Restock,2024-04-28
MOV001598,ITM0178,ZONE-F,Restock,2024-09-20
MOV001599,ITM0063,ZONE-C,Restock,2024-08-26
MOV001600,ITM0131,ZONE-A,Reposition,2024-12-16
MOV001601,ITM0342,ZONE-H,Restock,2024-09-11
MOV001602,ITM0411,ZONE-D,Restock,2024-11-04
MOV001603,ITM0271,ZONE-J,Restock,2025-05-09
MOV001604,ITM0318,ZONE-H,Reposition,2024-02-26
MOV001605,ITM0331,ZONE-J,Retrieval,2025-02-06
MOV001606,ITM0436,ZONE-D,Restock,2024-03-07
MOV001607,ITM0340,ZONE-D,Reposition,2024-02-15
MOV001608,ITM0108,ZONE-J,Reposition,2025-01-03
MOV001609,ITM0272,ZONE-D,Restock,2024-08-19
MOV001610,ITM0167,ZONE-F,Retrieval,2025-02-05
MOV001611,ITM0396,ZONE-I,Retrieval,2025-07-14
MOV001612,ITM0179,ZONE-E,Retrieval,2024-01-23
MOV001613,ITM0057,ZONE-J,Reposition,2025-07-27
MOV001614,ITM0479,ZONE-H,Restock,2024-09-23
MOV001615,ITM0420,ZONE-H,Restock,2024-04-27
MOV001616,ITM0497,ZONE-D,Reposition,2024-02-24
MOV001617,ITM0078,ZONE-J,Restock,2024-06-01
MOV001618,ITM0459,ZONE-I,Restock,2024-08-26
MOV001619,ITM0060,ZONE-I,Retrieval,2024-09-21
MOV001620,ITM0368,ZONE-E,Restock,2024-09-24
MOV001621,ITM0120,ZONE-F,Restock,2024-04-22
MOV001622,ITM0206,ZONE-E,Reposition,2024-06-14
MOV001623,ITM0033,ZONE-C,Reposition,2024-01-08
MOV001624,ITM0069,ZONE-H,Retrieval,2024-08-04
MOV001625,ITM0016,ZONE-I,Reposition,2025-03-06
MOV001626,ITM0495,ZONE-D,Retrieval,2024-10-18
MOV001627,ITM0496,ZONE-I,Retrieval,2024-02-19
MOV001628,ITM0019,ZONE-I,Restock,2024-04-16
MOV001629,ITM0456,ZONE-G,Retrieval,2024-01-09
MOV001630,ITM0314,ZONE-H,Restock,2025-03-31
MOV001631,ITM0068,ZONE-C,Retrieval,2024-11-18
MOV001632,ITM0214,ZONE-E,Reposition,2024-11-04
MOV001633,ITM0160,ZONE-C,Reposition,2024-05-24
MOV001634,ITM0101,ZONE-G,Reposition,2025-02-15
MOV001635,ITM0375,ZONE-F,Retrieval,2024-04-23
MOV001636,ITM0205,ZONE-C,Retrieval,2025-07-28
MOV001637,ITM0144,ZONE-I,Restock,2025-02-02
MOV001638,ITM0056,ZONE-A,Restock,2024-10-01
MOV001639,ITM0082,ZONE-J,Restock,2024-05-03
MOV001640,ITM0480,ZONE-C,Restock,2024-03-26
MOV001641,ITM0384,ZONE-J,Retrieval,2024-02-16
MOV001642,ITM0268,ZONE-G,Retrieval,2024-07-19
MOV001643,ITM0493,ZONE-C,Restock,2024-10-02
MOV001644,ITM0410,ZONE-C,Retrieval,2025-07-02
MOV001645,ITM0453,ZONE-B,Retrieval,2024-05-09
MOV001646,ITM0186,ZONE-I,Retrieval,2025-03-23
MOV001647,ITM0005,ZONE-D,Retrieval,2025-01-23
MOV001648,ITM0352,ZONE-J,Restock,2025-07-29
MOV001649,ITM0349,ZONE-F,Restock,2024-09-19
MOV001650,ITM0109,ZONE-B,Retrieval,2024-10-04
MOV001651,ITM0482,ZONE-I,Reposition,2024-02-15
MOV001652,ITM0406,ZONE-G,Restock,2024-06-16
MOV001653,ITM0137,ZONE-J,Restock,2025-03-20
MOV001654,ITM0050,ZONE-E,Reposition,2024-02-15
MOV001655,ITM0402,ZONE-G,Restock,2025-06-23
MOV001656,ITM0050,ZONE-D,Reposition,2024-03-27
MOV001657,ITM0475,ZONE-J,Reposition,2025-01-19
MOV001658,ITM0086,ZONE-G,Retrieval,2024-09-21
MOV001659,ITM0067,ZONE-B,Restock,2024-01-22
MOV001660,ITM0083,ZONE-G,Reposition,2025-03-25
MOV001661,ITM0466,ZONE-D,Retrieval,2024-08-19
MOV001662,ITM0041,ZONE-D,Restock,2024-07-04
MOV001663,ITM0218,ZONE-A,Retrieval,2024-11-21
MOV001664,ITM0056,ZONE-C,Retrieval,2024-07-01
MOV001665,ITM0225,ZONE-E,Reposition,2025-01-31
MOV001666,ITM0195,ZONE-E,Restock,2025-04-25
MOV001667,ITM0247,ZONE-B,Retrieval,2025-02-06
MOV001668,ITM0165,ZONE-D,Reposition,2025-04-07
MOV001669,ITM0061,ZONE-A,Reposition,2025-02-20
MOV001670,ITM0262,ZONE-I,Retrieval,2024-07-20
MOV001671,ITM0111,ZONE-A,Retrieval,2024-03-05
MOV001672,ITM0252,ZONE-F,Reposition,2025-07-08
MOV001673,ITM0198,ZONE-G,Retrieval,2024-01-17
MOV001674,ITM0177,ZONE-C,Retrieval,2024-07-01
MOV001675,ITM0435,ZONE-A,Restock,2025-01-25
MOV001676,ITM0025,ZONE-G,Reposition,2024-02-13
MOV001677,ITM0409,ZONE-C,Retrieval,2025-04-26
MOV001678,ITM0245,ZONE-J,Reposition,2024-09-19
MOV001679,ITM0018,ZONE-F,Restock,2024-06-22
MOV001680,ITM0264,ZONE-F,Reposition,2025-03-16
MOV001681,ITM0316,ZONE-D,Reposition,2025-07-19
MOV001682,ITM0019,ZONE-F,Reposition,2024-08-07
MOV001683,ITM0105,ZONE-J,Restock,2025-07-11
MOV001684,ITM0236,ZONE-D,Restock,2025-01-28
MOV001685,ITM0305,ZONE-H,Reposition,2024-07-13
MOV001686,ITM0463,ZONE-I,Reposition,2025-02-12
MOV001687,ITM0245,ZONE-B,Restock,2025-04-15
MOV001688,ITM0080,ZONE-G,Retrieval,2024-12-12
MOV001689,ITM0149,ZONE-I,Restock,2025-04-06
MOV001690,ITM0396,ZONE-I,Reposition,2024-03-01
MOV001691,ITM0395,ZONE-E,Retrieval,2024-06-14
MOV001692,ITM0009,ZONE-A,Retrieval,2024-05-30
MOV001693,ITM0320,ZONE-F,Retrieval,2024-04-20
MOV001694,ITM0223,ZONE-H,Restock,2025-05-02
MOV001695,ITM0413,ZONE-A,Restock,2025-07-02
MOV001696,ITM0263,ZONE-B,Restock,2024-01-03
MOV001697,ITM0148,ZONE-A,Restock,2025-04-27
MOV001698,ITM0277,ZONE-E,Reposition,2024-01-13
MOV001699,ITM0273,ZONE-B,Retrieval,2024-06-10
MOV001700,ITM0193,ZONE-J,Reposition,2024-12-09
MOV001701,ITM0431,ZONE-J,Restock,2025-03-24
MOV001702,ITM0171,ZONE-D,Restock,2024-11-27
MOV001703,ITM0264,ZONE-A,Reposition,2024-09-20
MOV001704,ITM0450,ZONE-G,Retrieval,2024-03-23
MOV001705,ITM0309,ZONE-H,Retrieval,2024-11-29
MOV001706,ITM0025,ZONE-E,Restock,2025-01-14
MOV001707,ITM0468,ZONE-B,Restock,2024-08-06
MOV001708,ITM0349,ZONE-H,Restock,2025-03-29
MOV001709,ITM0475,ZONE-A,Restock,2024-03-29
MOV001710,ITM0355,ZONE-G,Retrieval,2024-11-28
MOV001711,ITM0025,ZONE-A,Reposition,2024-11-05
MOV001712,ITM0033,ZONE-F,Retrieval,2025-02-23
MOV001713,ITM0263,ZONE-F,Reposition,2024-12-19
MOV001714,ITM0137,ZONE-E,Restock,2024-04-09
MOV001715,ITM0303,ZONE-B,Restock,2024-05-24
MOV001716,ITM0182,ZONE-B,Reposition,2024-01-10
MOV001717,ITM0362,ZONE-I,Restock,2024-02-13
MOV001718,ITM0241,ZONE-E,Retrieval,2025-01-20
MOV001719,ITM0053,ZONE-E,Restock,2025-05-09
MOV001720,ITM0461,ZONE-G,Restock,2025-05-07
MOV001721,ITM0167,ZONE-F,Restock,2024-06-17
MOV001722,ITM0118,ZONE-B,Restock,2025-06-14
MOV001723,ITM0142,ZONE-A,Retrieval,2024-12-01
MOV001724,ITM0080,ZONE-E,Reposition,2025-05-27
MOV001725,ITM0244,ZONE-D,Restock,2024-05-09
MOV001726,ITM0401,ZONE-C,Restock,2025-06-22
MOV001727,ITM0351,ZONE-B,Retrieval,2025-05-28
MOV001728,ITM0357,ZONE-J,Retrieval,2024-09-06
MOV001729,ITM0406,ZONE-B,Retrieval,2024-05-17
MOV001730,ITM0061,ZONE-D,Restock,2024-10-01
MOV001731,ITM0045,ZONE-B,Reposition,2025-04-08
MOV001732,ITM0086,ZONE-D,Retrieval,2024-05-20
MOV001733,ITM0098,ZONE-C,Retrieval,2024-09-12
MOV001734,ITM0294,ZONE-I,Retrieval,2025-03-31
MOV001735,ITM0398,ZONE-G,Reposition,2025-03-09
MOV001736,ITM0052,ZONE-C,Restock,2024-06-21
MOV001737,ITM0471,ZONE-H,Restock,2025-04-17
MOV001738,ITM0191,ZONE-I,Restock,2025-02-26
MOV001739,ITM0446,ZONE-G,Retrieval,2025-03-14
MOV001740,ITM0475,ZONE-F,Restock,2024-02-26
MOV001741,ITM0079,ZONE-D,Retrieval,2025-05-12
MOV001742,ITM0015,ZONE-E,Reposition,2024-06-17
MOV001743,ITM0359,ZONE-H,Reposition,2025-07-14
MOV001744,ITM0486,ZONE-C,Restock,2025-03-03
MOV001745,ITM0325,ZONE-B,Retrieval,2025-02-22
MOV001746,ITM0193,ZONE-C,Retrieval,2024-12-12
MOV001747,ITM0140,ZONE-G,Restock,2025-05-31
MOV001748,ITM0107,ZONE-H,Reposition,2025-03-30
MOV001749,ITM0302,ZONE-A,Reposition,2024-07-20
MOV001750,ITM0264,ZONE-G,Reposition,2024-06-27
MOV001751,ITM0446,ZONE-I,Reposition,2024-02-26
MOV001752,ITM0289,ZONE-C,Reposition,2025-05-15
MOV001753,ITM0208,ZONE-C,Restock,2024-04-21
MOV001754,ITM0474,ZONE-H,Restock,2024-05-27
MOV001755,ITM0412,ZONE-D,Restock,2025-01-12
MOV001756,ITM0164,ZONE-H,Reposition,2024-12-13
MOV001757,ITM0426,ZONE-E,Reposition,2024-12-23
MOV001758,ITM0341,ZONE-C,Restock,2024-02-25
MOV001759,ITM0370,ZONE-D,Restock,2024-11-11
MOV001760,ITM0319,ZONE-D,Reposition,2024-07-03
MOV001761,ITM0151,ZONE-H,Retrieval,2024-02-23
MOV001762,ITM0454,ZONE-F,Restock,2024-02-06
MOV001763,ITM0289,ZONE-G,Reposition,2024-09-26
MOV001764,ITM0431,ZONE-I,Reposition,2025-05-22
MOV001765,ITM0267,ZONE-F,Restock,2024-08-15
MOV001766,ITM0150,ZONE-C,Retrieval,2025-03-03
MOV001767,ITM0206,ZONE-C,Reposition,2024-01-01
MOV001768,ITM0254,ZONE-C,Restock,2024-01-23
MOV001769,ITM0352,ZONE-J,Reposition,2025-05-17
MOV001770,ITM0376,ZONE-B,Reposition,2025-03-23
MOV001771,ITM0140,ZONE-A,Reposition,2025-05-10
MOV001772,ITM0342,ZONE-J,Reposition,2025-02-28
MOV001773,ITM0357,ZONE-A,Retrieval,2024-01-18
MOV001774,ITM0095,ZONE-D,Restock,2025-03-20
MOV001775,ITM0428,ZONE-C,Restock,2025-07-14
MOV001776,ITM0369,ZONE-E,Restock,2025-07-12
MOV001777,ITM0226,ZONE-I,Restock,2024-02-08
MOV001778,ITM0192,ZONE-H,Restock,2024-07-28
MOV001779,ITM0302,ZONE-I,Retrieval,2024-07-29
MOV001780,ITM0313,ZONE-E,Reposition,2025-07-18
MOV001781,ITM0492,ZONE-H,Reposition,2024-10-07
MOV001782,ITM0388,ZONE-D,Restock,2024-05-12
MOV001783,ITM0376,ZONE-E,Reposition,2025-03-24
MOV001784,ITM0460,ZONE-C,Reposition,2024-09-20
MOV001785,ITM0117,ZONE-E,Reposition,2024-04-20
MOV001786,ITM0004,ZONE-C,Restock,2025-07-08
MOV001787,ITM0443,ZONE-E,Restock,2024-08-25
MOV001788,ITM0351,ZONE-E,Retrieval,2025-04-01
MOV001789,ITM0242,ZONE-F,Restock,2025-05-30
MOV001790,ITM0020,ZONE-I,Retrieval,2024-06-21
MOV001791,ITM0151,ZONE-A,Restock,2024-07-11
MOV001792,ITM0127,ZONE-J,Reposition,2025-05-29
MOV001793,ITM0123,ZONE-F,Retrieval,2025-07-21
MOV001794,ITM0145,ZONE-A,Retrieval,2025-02-12
MOV001795,ITM0276,ZONE-F,Retrieval,2024-03-24
MOV001796,ITM0309,ZONE-B,Restock,2024-03-20
MOV001797,ITM0393,ZONE-H,Retrieval,2025-07-31
MOV001798,ITM0151,ZONE-C,Restock,2024-07-27
MOV001799,ITM0359,ZONE-J,Retrieval,2025-06-05
MOV001800,ITM0110,ZONE-F,Restock,2024-07-17
MOV001801,ITM0468,ZONE-F,Retrieval,2025-07-24
